Text,Location,Latitude,Longitude,Label,Language,Language_ID
கடல் காற்றை ரசித்து பெரியவர்கள் ஒன்றாக நடக்கிறார்கள்.,Nagapattinam,10.763,79.8449,0,tn,3.0
बाढ़ ने परिवहन और आपूर्ति श्रृंखला को पंगु बना दिया।,Patiala,30.3398,76.3869,1,hi,1.0
Fisherwomen selling fresh prawns at the seaside market.,Haldia,22.0257,88.0583,0,en,0.0
വെള്ളപ്പൊക്ക ഇരകൾക്ക് പുതപ്പുകളും കുപ്പിവെള്ളവും ലഭിക്കുന്നു.,Kanpur,26.4499,80.3319,1,ml,2.0
बाढ़ से हुए नुकसान का आकलन किया जा रहा है।,Bengaluru,12.9716,77.5946,1,hi,1.0
किनारे के पास गर्म स्नैक्स परोसते स्ट्रीट फूड स्टाल।,Malpe,13.3667,74.7167,0,hi,1.0
"സുനാമി വെള്ളപ്പൊക്കം തുടരുന്നു, തീരദേശത്ത് നിന്ന് വിട്ടുനിൽക്കുക.",Cuttack,20.4625,85.8828,2,ml,2.0
Kids enjoying storytelling sessions at the library.,Mumbai,18.975,72.8258,0,en,0.0
सुनामी के किनारे पहुँचने पर ग्रामीणों को खाली कराया गया।,Puri,19.8135,85.8312,2,hi,1.0
Power outage left communities in darkness after the tsunami.,Surat,21.1702,72.8311,2,en,0.0
बाढ़ सुरक्षा के लिए नदी तटबंधों का पुनर्निर्माण।,Bengaluru,12.9716,77.5946,1,hi,1.0
"ആളുകൾ ""സുനാമി!"" എന്ന് വിളിച്ചുപറഞ്ഞ് കരയിലേക്ക് ഓടുന്നു.",Visakhapatnam,17.7041,83.2977,2,ml,2.0
ஒடிசி நடன நிகழ்ச்சிகளை மக்கள் ரசிக்கிறார்கள்.,Bhubaneswar,20.2961,85.8245,0,tn,3.0
Rescue teams deployed due to ongoing flood.,Nagpur,21.1458,79.0882,1,en,0.0
காந்தி மைதானத்தில் நடக்கும் போது குழந்தைகள் ஐஸ்கிரீம் சாப்பிடுகிறார்கள்.,Patna,25.5941,85.1376,0,tn,3.0
The house well is overflowing with water from all the flood rain.,Bhubaneswar,20.2961,85.8245,1,en,0.0
सांस्कृतिक मेले में कठपुतली शो का आनंद लेते बच्चे।,Patiala,30.3398,76.3869,0,hi,1.0
നവരാത്രി ഗർഭ സമയത്ത് സന്തോഷത്തോടെ നൃത്തം ചെയ്യുന്ന ആളുകൾ.,Mumbai,18.975,72.8258,0,ml,2.0
Couples enjoying ferry rides on calm waters.,Yanam,16.7333,82.2167,0,en,0.0
Families lost pets and livestock due to the tsunami wave.,Guwahati,26.1445,91.7362,2,en,0.0
समुद्र पर सुंदर सूर्योदय की तस्वीरें लेते पर्यटक।,Puducherry,11.9416,79.8083,0,hi,1.0
सुनामी की लहरें अभी बंदरगाह में टकरा रही हैं।,Kochi,9.9312,76.2673,2,hi,1.0
बाढ़ जलवायु परिवर्तन के बारे में चिंताएँ बढ़ा रही है।,Chennai,13.0827,80.2707,1,hi,1.0
ഒരു കുടുംബം അവരുടെ അവധിക്കാലം ആസ്വദിക്കുന്നത് കാണുന്നു.,Kanpur,26.4499,80.3319,0,ml,2.0
Tsunami early detection systems being tested.,Machilipatnam,16.1875,81.1389,2,en,0.0
சுனாமி அலை குடியிருப்பு பகுதிகளில் மோதியது.,Mangalore,12.9141,74.856,2,tn,3.0
उत्साह से गुज़रती नावों को देखकर हाथ हिलाते बच्चे।,Haldia,22.0257,88.0583,0,hi,1.0
Floodwaters washing away vehicles caught on camera.,Chennai,13.0827,80.2707,1,en,0.0
Couples strolling along historic streets hand in hand.,Lucknow,26.8467,80.9462,0,en,0.0
സുനാമി മൂലമുള്ള വെള്ളപ്പൊക്കം മുഴുവൻ പ്രദേശങ്ങളെയും ഒറ്റപ്പെടുത്തുന്നു.,Thiruvananthapuram,8.5241,76.9366,2,ml,2.0
आपातकालीन चिकित्सा दल बाढ़ से घायल लोगों का इलाज कर रहे हैं।,Dhule,20.9042,74.7749,1,hi,1.0
"தெருக்களில் தண்ணீர் பாய்ந்து வருகிறது, இந்த சுனாமி பயங்கரமானது.",Goa,15.4909,73.8278,2,tn,3.0
Flood damaged water treatment plants.,Surat,21.1702,72.8311,1,en,0.0
International aid pouring in for tsunami relief.,Ganpatipule,17.1458,73.2707,2,en,0.0
அருகிலுள்ள விவசாய நிலங்கள் வழியாக சுனாமி sweeping.,Kollam,8.891,76.614,2,tn,3.0
நகர ஏரி ஓரம் மக்கள் அதிகாலையில் ஜாகிங் செய்கிறார்கள்.,Hyderabad,17.385,78.4867,0,tn,3.0
पानी का स्तर तेज़ी से बढ़ रहा है और घर डूब रहे हैं।,Kolkata,22.5726,88.3639,1,hi,1.0
सुनामी के बाद तटीय गाँव स्थायी रूप से स्थानांतरित।,Vadodara,22.3072,73.1812,2,hi,1.0
गंभीर बाढ़ के कारण कारखाने बंद।,Bhubaneswar,20.2961,85.8245,1,hi,1.0
आपातकालीन बाढ़ अवरोधक बनाए जा रहे हैं।,Shimoga,13.9299,75.5681,1,hi,1.0
விஞ்ஞானிகள் சுனாமி அலை வடிவங்களைப் படிக்கின்றனர்.,Kolkata,22.5726,88.3639,2,tn,3.0
Scientific teams studying tsunami aftermath.,Murud,18.3269,72.9639,2,en,0.0
வெள்ளம் சூழ்ந்த பகுதிகளுக்கு அவசர உணவுப் பொருட்கள் அனுப்பப்படுகின்றன.,Gaya,24.7955,85.0002,1,tn,3.0
സന്തോഷത്തോടെ പ്രാദേശിക കലാപ്രദർശനങ്ങൾ കാണുന്ന വിനോദസഞ്ചാരികൾ.,Mumbai,18.975,72.8258,0,ml,2.0
बाढ़ से कृषि भूमि को गंभीर नुकसान।,Indore,22.7196,75.8577,1,hi,1.0
கடற்கரை கடைகளில் விவசாயிகள் தேங்காய்களை விற்கிறார்கள்.,Kannur,11.8745,75.3704,0,tn,3.0
வெள்ளத் தங்குமிடங்களில் தன்னார்வலர்கள் உணவு விநியோகிக்கின்றனர்.,Lucknow,26.8467,80.9462,1,tn,3.0
Heritage sites damaged by tsunami waves.,Agra,27.1767,78.0081,2,en,0.0
வெள்ளத்தில் சிக்கிய குடும்பங்களை மீட்க அவசரகால படகுகள் பயன்படுத்தப்பட்டுள்ளன.,Amritsar,31.634,74.8723,1,tn,3.0
സുനാമിയിൽ അനാഥരായ കുട്ടികൾക്ക് സഹായം ആവശ്യമുണ്ട്.,Ranchi,23.3441,85.3096,2,ml,2.0
மெரினா கடற்கரையில் மக்கள் ஓய்வெடுத்து குளிர்ந்த காற்றை ரசிக்கிறார்கள்.,Chennai,13.0827,80.2707,0,tn,3.0
उत्सव की रातों के दौरान आतिशबाजी देखते परिवार।,Raipur,21.2514,81.6296,0,hi,1.0
മാർക്കറ്റിൽ പുതിയ പഴങ്ങൾ വാങ്ങുമ്പോൾ പുഞ്ചിരിക്കുന്ന ആളുകൾ.,Nagpur,21.1458,79.0882,0,ml,2.0
பள்ளி மைதானத்தில் கால்பந்து போட்டியின் போது குழந்தைகள் சத்தமாக ஆரவாரம் செய்கிறார்கள்.,Kanpur,26.4499,80.3319,0,tn,3.0
"വെള്ളപ്പൊക്കം ഉയരുന്നു, ഇത് ഭയപ്പെടുത്തുന്നതാണ്.",Ahmedabad,23.0225,72.5714,1,ml,2.0
വെള്ളപ്പൊക്കം കാരണം വൈദ്യുതി വിച്ഛേദിച്ചു.,Guwahati,26.1445,91.7362,1,ml,2.0
சுனாமி பேரழிவால் உலகம் அதிர்ச்சியடைந்துள்ளது.,Cuttack,20.4625,85.8828,2,tn,3.0
सुनामी भविष्यवाणी में अनुसंधान आगे बढ़ रहा है।,Cuttack,20.4625,85.8828,2,hi,1.0
வெள்ளத்தால் பாதிக்கப்பட்டவர்களுக்கு மனநல ஆலோசனை வழங்கப்படுகிறது.,Hubli,15.3647,75.124,1,tn,3.0
बाढ़ में फँसे मेरे परिवार के बारे में बहुत चिंतित हूँ।,Thane,19.2183,72.9781,1,hi,1.0
சவாலான வெள்ள சூழ்நிலைகளில் மீட்பு குழுக்கள் செயல்படுகின்றன.,Mysore,12.2958,76.6394,1,tn,3.0
Flood stranded people without power for days.,Surat,21.1702,72.8311,1,en,0.0
சுனாமிகளுக்கு எதிராக கடலோரப் பாதுகாப்புத் தடைகள் வலுப்படுத்தப்பட்டன.,Thiruvananthapuram,8.5241,76.9366,2,tn,3.0
உள்ளூர் மீனவர்கள் குழந்தைகளுக்கு படகு ஓட்டுவது எப்படி என்று கற்று கொடுக்கிறார்கள்.,Gopalpur,19.2833,84.9167,0,tn,3.0
നഗരത്തിലെ മൃഗശാലയിൽ ഓർമ്മകൾ പകർത്തുന്ന കുടുംബങ്ങൾ.,Patna,25.5941,85.1376,0,ml,2.0
Emergency medical camps set up in flood-affected zones.,Cuddapah,14.4674,78.8241,1,en,0.0
தோட்டத்தில் குழந்தைகள் கண்ணாமூச்சி விளையாடுகிறார்கள்.,Thane,19.2183,72.9781,0,tn,3.0
കടലിന്റെ പശ്ചാത്തലത്തിൽ സെൽഫിയെടുക്കുന്ന വിനോദസഞ്ചാരികൾ.,Varkala,8.7379,76.716,0,ml,2.0
Water levels are rising fast and houses are being submerged.,Kolkata,22.5726,88.3639,1,en,0.0
கடற்கரை சாலை ஓரம் தெரு வியாபாரிகள் சிற்றுண்டிகளை விற்கிறார்கள்.,Cuddalore,11.75,79.75,0,tn,3.0
बाढ़ पीड़ितों को कंबल और पानी की बोतलें मिल रही हैं।,Kanpur,26.4499,80.3319,1,hi,1.0
கடுமையான வெள்ளம் காரணமாக தொழிற்சாலைகள் மூடப்பட்டன.,Bhubaneswar,20.2961,85.8245,1,tn,3.0
World leaders offering support after flood tragedy.,Patna,25.5941,85.1376,1,en,0.0
തീരത്തിനടുത്തുള്ള റോഡുകൾ സുനാമി തിരകളിൽ ഒലിച്ചുപോയി.,Bhubaneswar,20.2961,85.8245,2,ml,2.0
கரைக்கு அருகில் சுற்றுலாப் பயணிகள் படகு சவாரிகளை ரசிக்கிறார்கள்.,Ratnagiri,16.9902,73.312,0,tn,3.0
വെള്ളപ്പൊക്ക രക്ഷാപ്രവർത്തനങ്ങൾക്കായി അടിയന്തര സേവനങ്ങൾക്ക് താങ്ങാൻ കഴിയുന്നതിലും അധികം കോളുകൾ ലഭിച്ചു.,Salem,11.6643,78.146,1,ml,2.0
समुद्र के किनारे सुंदर सूर्यास्त को स्केच करते कलाकार।,Mandarmani,21.65,87.7167,0,hi,1.0
बाढ़ पीड़ितों के लिए हस्तियाँ दान कर रही हैं।,Bengaluru,12.9716,77.5946,1,hi,1.0
സുനാമി വീടുകൾ ഒലിച്ചുപോകുന്നത് കണ്ട് ഹൃദയം തകർന്നു.,Puducherry,11.9416,79.8083,2,ml,2.0
Children enjoying puppet shows at the cultural fair.,Patiala,30.3398,76.3869,0,en,0.0
बाढ़ के कारण लोग छतों पर फँसे हुए हैं।,Varanasi,25.3176,82.9739,1,hi,1.0
Portable water shortages reported in flood-hit areas.,Muzaffarpur,26.1225,85.3906,1,en,0.0
The reasearches have found out how importent sleep so listen before you mindless scroll phone again,Thane,19.2183,72.9781,0,en,0.0
बाढ़ के बाद बीमारियों को रोकने के लिए सार्वजनिक स्वास्थ्य अलर्ट।,Surat,21.1702,72.8311,1,hi,1.0
तटीय क्षेत्र अभी भी सुनामी के प्रभाव से जूझ रहे हैं।,Mandarmani,21.65,87.7167,2,hi,1.0
बाढ़ में खड़ी गाड़ियाँ बह गईं।,Thane,19.2183,72.9781,1,hi,1.0
சுனாமி அனாதைகள் தங்குமிடங்களில் பராமரிக்கப்படுகிறார்கள்.,Puri,19.8135,85.8312,2,tn,3.0
വെള്ളപ്പൊക്കം എല്ലായിടത്തും ചെളിയും അവശിഷ്ടങ്ങളും അവശേഷിപ്പിച്ചു.,Patna,25.5941,85.1376,1,ml,2.0
பிரபலங்கள் வெள்ளத்தால் பாதிக்கப்பட்டவர்களுக்கு நன்கொடை அளிக்கின்றனர்.,Bangalore,12.9716,77.5946,1,tn,3.0
ഒരു രസകരമായ ശാസ്ത്ര പ്രദർശനത്തിൽ പങ്കെടുക്കുന്ന വിദ്യാർത്ഥികൾ.,Indore,22.7196,75.8577,0,ml,2.0
सुनामी प्रभाव क्षेत्र को आपदा क्षेत्र घोषित किया गया।,Malpe,13.3667,74.7167,2,hi,1.0
സുനാമി തിരകൾ കാരണം കടൽത്തീരങ്ങളിൽ കനത്ത മണ്ണൊലിപ്പ് ഉണ്ടായി.,Raipur,21.2514,81.6296,2,ml,2.0
बचावकर्मी सुनामी के पानी से परिवारों को बचा रहे हैं।,Kochi,9.9312,76.2673,2,hi,1.0
स्थानीय मछुआरे बच्चों को नाव चलाना सिखा रहे हैं।,Gopalpur,19.2833,84.9167,0,hi,1.0
വെള്ളപ്പൊക്കജലത്തിന്റെ മലിനീകരണം ആരോഗ്യപ്രശ്നങ്ങൾ ഉയർത്തുന്നു.,Bareilly,28.367,79.4304,1,ml,2.0
விண்மீன்கள் நிறைந்த வானத்தின் கீழ் தம்பதிகள் படகு சவாரி செய்கிறார்கள்.,Ganpatipule,17.1458,73.2707,0,tn,3.0
बाढ़ सुरक्षा के लिए नए पुलों का निर्माण।,Guwahati,26.1445,91.7362,1,hi,1.0
வெள்ளத்தின் பேரழிவு உலகளாவிய கவனத்தை ஈர்க்கிறது.,Patiala,30.3398,76.3869,1,tn,3.0
बाढ़ के बाद सफाई अभियान शुरू।,Ahmedabad,23.0225,72.5714,1,hi,1.0
സുനാമി വെള്ളത്തിൽ നിന്ന് കാൽനടയായി രക്ഷപ്പെടുന്ന കുടുംബങ്ങൾ.,Kolkata,22.5726,88.3639,2,ml,2.0
வெள்ளம் பாதித்த கிராமங்களுக்கு நிவாரண லாரிகள் பொருட்களை வழங்குகின்றன.,Ahmedabad,23.0225,72.5714,1,tn,3.0
சுனாமி ஆரம்பகால கண்டறிதல் அமைப்புகள் சோதிக்கப்படுகின்றன.,Machilipatnam,16.1875,81.1389,2,tn,3.0
കടൽത്തീരത്തെ മനോഹരമായ സൂര്യാസ്തമയം ചിത്രീകരിക്കുന്ന കലാകാരന്മാർ.,Mandarmani,21.65,87.7167,0,ml,2.0
Tsunami surge overwhelming coastal defenses.,Kollam,8.891,76.614,2,en,0.0
सुनामी स्मारक संग्रहालय स्थापित किए जा रहे हैं।,Karaikal,10.9236,79.8381,2,hi,1.0
சுனாமியால் கடலோர அரிப்பு துரிதப்படுத்தப்பட்டது.,Ujjain,23.1765,75.7885,2,tn,3.0
സുനാമി വെള്ളം ഗ്രാമം മുഴുവൻ കുതിച്ചെത്തുന്നു.,Kochi,9.9312,76.2673,2,ml,2.0
बाढ़ प्रभावित क्षेत्रों में स्वच्छ जल वितरण।,Thane,19.2183,72.9781,1,hi,1.0
Authorities declare state of emergency due to floods.,Allahabad,25.4358,81.8463,1,en,0.0
बाढ़ के कारण कई सड़कें अगम्य।,Kolkata,22.5726,88.3639,1,hi,1.0
സുനാമി ബാധിത പ്രദേശം ദുരന്ത മേഖലയായി പ്രഖ്യാപിച്ചു.,Malpe,13.3667,74.7167,2,ml,2.0
तस्वीरों में सुनामी का पानी शहर की सड़कों पर भरता दिख रहा है।,Mumbai,18.975,72.8258,2,hi,1.0
सुनामी प्रारंभिक चेतावनी ने कई जानें बचाईं।,Paradeep,20.3167,86.6167,2,hi,1.0
அக்கம் பக்க பூங்காவில் குழந்தைகள் கண்ணாமூச்சி விளையாடுகிறார்கள்.,Bangalore,12.9716,77.5946,0,tn,3.0
विश्व नेता बाढ़ त्रासदी के बाद समर्थन दे रहे हैं।,Patna,25.5941,85.1376,1,hi,1.0
तारों भरी रात के नीचे नाव की सवारी करते जोड़े।,Ganpatipule,17.1458,73.2707,0,hi,1.0
"வெள்ளம் மின் நிலையங்களைத் தாக்கி, மின்வெட்டை ஏற்படுத்தியது.",Nagpur,21.1458,79.0882,1,tn,3.0
Tsunami reconstruction efforts to begin soon.,Varkala,8.7379,76.716,2,en,0.0
Emergency responders training for tsunami scenarios.,Mandarmani,21.65,87.7167,2,en,0.0
செயற்கைக்கோள் படங்களிலிருந்து சுனாமி பேரழிவு காணப்படுகிறது.,Chennai,13.0827,80.2707,2,tn,3.0
നിലാവുള്ള ആകാശത്തിന് താഴെ ബോട്ട് യാത്ര ചെയ്യുന്ന ദമ്പതികൾ.,Surat,21.1702,72.8311,0,ml,2.0
வெள்ளத்தால் பாதிக்கப்பட்டவர்களுக்கு அவசர மருத்துவ உதவி தேவைப்படுகிறது.,Jammu,32.7266,74.857,1,tn,3.0
ലൈറ്റ് ഹൗസിൽ സെൽഫിയെടുക്കുന്ന വിനോദസഞ്ചാരികൾ.,Puri,19.8135,85.8312,0,ml,2.0
വെള്ളപ്പൊക്ക മേഖലകളിൽ നിന്ന് ആളുകളെ കൊണ്ടുപോകുന്ന ബസുകൾ.,Surat,21.1702,72.8311,1,ml,2.0
Helicopters spotting survivors of tsunami.,Daman,20.3974,72.8311,2,en,0.0
"समाचार में सुनामी को देखते हुए, बहुत दुखद।",Chennai,13.0827,80.2707,2,hi,1.0
सुबह-सुबह अपने जाल तैयार करते मछुआरे।,Mangalore,12.9141,74.856,0,hi,1.0
വെള്ളപ്പൊക്കം ഗതാഗതത്തെയും വിതരണ ശൃംഖലകളെയും തകർത്തു.,Patiala,30.3398,76.3869,1,ml,2.0
नए सुनामी चेतावनी टॉवर स्थापित।,Kavaratti,10.5625,72.6378,2,hi,1.0
கடலோர நகரங்கள் சுனாமி ஆண்டு விழாவை நினைவுகூர்கின்றன.,Murud,18.3269,72.9639,2,tn,3.0
Fear everywhere as tsunami keeps hitting.,Kavaratti,10.5625,72.6378,2,en,0.0
தம்பதிகள் ஏரிக்கரை பூங்காவில் சூரிய அஸ்தமன காட்சிகளை ரசிக்கிறார்கள்.,Nagpur,21.1458,79.0882,0,tn,3.0
சந்தையில் புதிய பழங்களை வாங்கும் போது வாடிக்கையாளர்கள் சிரிக்கிறார்கள்.,Nagpur,21.1458,79.0882,0,tn,3.0
"செய்திகளில் சுனாமி நடப்பதைப் பார்க்கிறேன், மிகவும் சோகமானது.",Chennai,13.0827,80.2707,2,tn,3.0
एक स्थानीय उत्सव में उड़िया व्यंजन का आनंद लेते लोग।,Bhubaneswar,20.2961,85.8245,0,hi,1.0
सुनामी ने पूरे तट पर बिजली स्टेशनों को क्षतिग्रस्त कर दिया।,Visakhapatnam,17.7041,83.2977,2,hi,1.0
Boats sailing peacefully in the harbor.,Kochi,9.9312,76.2673,0,en,0.0
റൂഫ്‌ടോപ്പ് കഫേയിൽ കാപ്പി ആസ്വദിക്കുന്ന സുഹൃത്തുക്കൾ.,Bangalore,12.9716,77.5946,0,ml,2.0
വെള്ളപ്പൊക്കം നിർത്തിയിട്ട വാഹനങ്ങൾ ഒലിച്ചുപോയി.,Thane,19.2183,72.9781,1,ml,2.0
Rescue operations ongoing in tsunami-affected areas.,Kakinada,16.989,82.24,2,en,0.0
सुनामी बचे लोग अपना जीवन फिर से बना रहे हैं।,Pune,18.5204,73.8567,2,hi,1.0
Entire village is submerged under floodwater.,Surat,21.1702,72.8311,1,en,0.0
ഗുരുദ്വാരയിൽ സമാധാനപരമായി പ്രാർത്ഥിക്കുന്ന കുടുംബങ്ങൾ.,Patiala,30.3398,76.3869,0,ml,2.0
பாதிக்கப்பட்டவர்களுக்காக சுனாமி நினைவுச் சின்னம் திறக்கப்பட்டது.,Daman,20.3974,72.8311,2,tn,3.0
मरीना बीच फूड स्टालों का आनंद लेते परिवार।,Chennai,13.0827,80.2707,0,hi,1.0
மணல் நிறைந்த கடற்கரையில் கிரிக்கெட் விளையாடும் இளைஞர்கள்.,Diamond Harbour,22.1909,88.1842,0,tn,3.0
Tsunami trapped people on rooftops.,Mangalore,12.9141,74.856,2,en,0.0
बाढ़ का पानी अब खिड़कियों तक पहुँच रहा है।,Kolkata,22.5726,88.3639,1,hi,1.0
Coastal residents learning tsunami safety.,Ganpatipule,17.1458,73.2707,2,en,0.0
തുറന്ന സ്ഥലങ്ങളിൽ വർണ്ണാഭമായ പട്ടങ്ങൾ പറത്തുന്ന കുട്ടികൾ.,Lucknow,26.8467,80.9462,0,ml,2.0
அவசர சுனாமி தங்குமிடங்கள் வேகமாக நிரம்பி வருகின்றன.,Trivandrum,8.5241,76.9366,2,tn,3.0
समुद्र तट उत्सव के दौरान ढोल बजाते स्थानीय संगीतकार।,Alibag,18.6411,72.8722,0,hi,1.0
സ്കൂൾ മത്സരങ്ങളിൽ കയ്യടിക്കുകയും ആർത്തുല്ലസിക്കുകയും ചെയ്യുന്ന വിദ്യാർത്ഥികൾ.,Chennai,13.0827,80.2707,0,ml,2.0
വെള്ളപ്പൊക്കത്തിൽ കാറുകൾ ഒഴുകി നടക്കുന്നു.,Bhubaneswar,20.2961,85.8245,1,ml,2.0
उपग्रह इमेजरी से सुनामी का विनाश दिखाई दे रहा है।,Chennai,13.0827,80.2707,2,hi,1.0
Kids cheering loudly during a football match at the school ground.,Kanpur,26.4499,80.3319,0,en,0.0
സുനാമി പ്രവചന ഗവേഷണം മുന്നേറുന്നു.,Cuttack,20.4625,85.8828,2,ml,2.0
Children playing cricket in the streets with laughter all around.,Mumbai,18.975,72.8258,0,en,0.0
Tsunami relief funds distributed to victims.,Kollam,8.891,76.614,2,en,0.0
मेले में कठपुतली शो का आनंद लेते बच्चे।,Lucknow,26.8467,80.9462,0,hi,1.0
Local park completely submerged by flood.,Bangalore,12.9716,77.5946,1,en,0.0
उपग्रह छवियाँ बाढ़ को खेतों को ढके हुए दिखाती हैं।,Lucknow,26.8467,80.9462,1,hi,1.0
கடற்கரை சாலையில் சைக்கிள் ஓட்டுபவர்கள் காற்றோட்டமான சவாரியை ரசிக்கிறார்கள்.,Yanam,16.7333,82.2167,0,tn,3.0
வெள்ளம் பாதித்த நகரங்களை வெளியேற்ற இராணுவம் உதவுகிறது.,Guwahati,26.1445,91.7362,1,tn,3.0
அலைகள் தங்கள் கால்களைத் துரத்தும் போது குழந்தைகள் கலகலக்கிறார்கள்.,Varkala,8.7379,76.716,0,tn,3.0
कई राज्यों में बाढ़ की सूचना।,Varanasi,25.3176,82.9739,1,hi,1.0
വിനോദസഞ്ചാരികൾക്ക് കക്കകൾ കൊണ്ടുള്ള ആഭരണങ്ങൾ വിൽക്കുന്ന പ്രാദേശിക കച്ചവടക്കാർ.,Alibag,18.6411,72.8722,0,ml,2.0
Tourists enjoying Odissi dance performances.,Bhubaneswar,20.2961,85.8245,0,en,0.0
Tsunami relief donations flooding in.,Alibaug,18.6411,72.8722,2,en,0.0
Flood forecasting systems on high alert.,Latur,18.4088,76.5604,1,en,0.0
भारी बारिश के कारण मुख्य सड़क पूरी तरह से डूब गई है।,Mumbai,18.975,72.8258,1,hi,1.0
சுனாமி எச்சரிக்கை அமைப்புகள் மேம்படுத்தப்படுகின்றன.,Lucknow,26.8467,80.9462,2,tn,3.0
Friends laughing while trying new street food stalls.,Ahmedabad,23.0225,72.5714,0,en,0.0
വേനൽക്കാല മേളയിൽ ഒരുമിച്ച് ചിരിക്കുന്ന കുടുംബങ്ങൾ.,Guwahati,26.1445,91.7362,0,ml,2.0
ഒരു ബൊട്ടാണിക്കൽ ഗാർഡനിൽ പിക്നിക് നടത്തുന്ന കുടുംബങ്ങൾ.,Chennai,13.0827,80.2707,0,ml,2.0
കടൽത്തീരത്തെ ക്ഷേത്രങ്ങൾ സമാധാനപരമായി സന്ദർശിക്കുന്ന തീർത്ഥാടകർ.,Rameswaram,9.2876,79.3129,0,ml,2.0
സുനാമിയിൽ നിന്ന് രക്ഷപ്പെട്ടവർക്കുള്ള സഹായ ഗ്രൂപ്പുകൾ രൂപീകരിച്ചു.,Dehradun,30.3165,78.0322,2,ml,2.0
സുനാമി തിരമാലകൾ തീരദേശ പ്രതിരോധങ്ങളെ തകർക്കുന്നു.,Kollam,8.891,76.614,2,ml,2.0
People dancing during a local beach festival.,Cuddalore,11.75,79.75,0,en,0.0
मनोरम सड़कों पर साइकिल चलाते बच्चे।,Kolkata,22.5726,88.3639,0,hi,1.0
Emergency power supply restored in flood zones.,Khammam,17.2473,80.1514,1,en,0.0
Tourists exploring the heritage fort and taking photos.,Jaipur,26.9124,75.7873,0,en,0.0
വെള്ളപ്പൊക്കത്തിൽ ഞങ്ങളുടെ നഗരം ഒഴുകിപ്പോകുന്നത് കണ്ട് കണ്ണുനീർ.,Raipur,21.2514,81.6296,1,ml,2.0
திறந்தவெளி சினிமாவில் நண்பர்கள் திரைப்பட இரவை ரசிக்கிறார்கள்.,Ahmedabad,23.0225,72.5714,0,tn,3.0
കണ്ടൽച്ചെടികൾ കണ്ട് വൈകുന്നേരത്തെ ആരതി ആസ്വദിക്കുന്ന വിനോദസഞ്ചാരികൾ.,Varanasi,25.3176,82.9739,0,ml,2.0
வெள்ளப் பகுதிகளில் அவசர ஜெனரேட்டர்கள் பயன்படுத்தப்பட்டுள்ளன.,Osmanabad,18.176,76.0402,1,tn,3.0
വെള്ളപ്പൊക്കം കാരണം ഞങ്ങൾക്ക് ഒരു അഭയകേന്ദ്രത്തിലേക്ക് മാറേണ്ടിവന്നു.,Bhubaneswar,20.2961,85.8245,1,ml,2.0
सुनामी के बाद बड़े पैमाने पर सफाई अभियान।,Bheemunipatnam,17.8868,83.452,2,hi,1.0
ஆற்றுப்பாதை ஓரம் தம்பதிகள் நடக்கிறார்கள்.,Kolkata,22.5726,88.3639,0,tn,3.0
बाढ़ के बाद बिजली बहाल करने के प्रयास।,Nagpur,21.1458,79.0882,1,hi,1.0
एक रूफटॉप कैफे में लाइव संगीत का आनंद लेते दोस्त।,Bangalore,12.9716,77.5946,0,hi,1.0
നഗരത്തിലെ ഉത്സവത്തിനിടെ ചുവർചിത്രങ്ങൾ വരയ്ക്കുന്ന കുട്ടികൾ.,Kanpur,26.4499,80.3319,0,ml,2.0
Artists sketching the beautiful sunset by the sea.,Mandarmani,21.65,87.7167,0,en,0.0
வெள்ளம் காரணமாக பள்ளிகள் மற்றும் கல்லூரிகள் காலவரையின்றி மூடப்பட்டுள்ளன.,Ujjain,23.1765,75.7885,1,tn,3.0
Tsunami death toll continues to rise.,Gopalpur,19.2833,84.9167,2,en,0.0
முழு கிராமமும் வெள்ள நீரில் மூழ்கியுள்ளது.,Surat,21.1702,72.8311,1,tn,3.0
बाढ़ जोखिम प्रबंधन कार्यशालाएँ आयोजित।,Bhubaneswar,20.2961,85.8245,1,hi,1.0
Rescue boats navigating through flooded streets.,Parbhani,19.2608,76.7806,1,en,0.0
വെള്ളപ്പൊക്കം കടകളിൽ പ്രവേശിക്കുകയും ബിസിനസ്സ് തടസ്സപ്പെടുത്തുകയും ചെയ്തു.,Chennai,13.0827,80.2707,1,ml,2.0
सुनामी ने समुद्र तट की संपत्तियों को तुरंत नष्ट कर दिया।,Kozhikode,11.2588,75.7804,2,hi,1.0
சுனாமி எச்சரிக்கை பயிற்சிகள் தொடர்ந்து நடத்தப்படுகின்றன.,Malpe,13.3667,74.7167,2,tn,3.0
Families capturing memories at the city zoo.,Patna,25.5941,85.1376,0,en,0.0
पार्क में हँसी के साथ फुटबॉल खेलते बच्चे।,Visakhapatnam,17.6868,83.2185,0,hi,1.0
International help requested for flood response.,Kolkata,22.5726,88.3639,1,en,0.0
Flood waters slowly receding in some areas.,Tumkur,13.3392,77.1014,1,en,0.0
Emergency teams struggled to reach areas hit by the tsunami.,Kanpur,26.4499,80.3319,2,en,0.0
சுனாமி பேரழிவில் ஏற்பட்ட இழப்புகளுக்காக குடும்பங்கள் துக்கப்படுகின்றன.,Guwahati,26.1445,91.7362,2,tn,3.0
நகரப் பூங்காக்களில் குடும்பங்கள் பிக்னிக் மதிய உணவுகளை ரசிக்கிறார்கள்.,Kolkata,22.5726,88.3639,0,tn,3.0
